I0129 02:06:47.891839    3703 serve.go:43] cloudcode_cli (Jan 21 2025 17:43:36 -0800, cl:718125841 baseline:716751907)
I0129 02:06:47.891894    3703 serve.go:44] Command line: ["/home/leozhontai561/.cache/cloud-code/cloudcode_cli/cloudcode_cli/linux_amd64/cloudcode_cli" "duet" "-logtostderr"]
I0129 02:06:47.894251    3703 life_cycle.go:166] Initializing. Architecture: "amd64", Operating system: "linux"
I0129 02:06:48.011861    3703 configuration.go:182] product updateChannel will be used
W0129 02:06:48.011909    3703 configuration.go:792] ignoring configuration value "ragl.topKTestFilesToInclude" with type float64, need int
W0129 02:06:48.011924    3703 configuration.go:792] ignoring configuration value "ragl.topKDocFilesToInclude" with type float64, need int
I0129 02:06:48.011942    3703 configuration.go:642] language thresholds: map[]
I0129 02:06:48.011960    3703 configuration.go:600] dataFileExtensions array: [.csv .tsv .jsonl]
I0129 02:06:48.011981    3703 configuration.go:845] atlas codeCompletion llm options: {MaxTokens:64 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc00130efb1 StopSequences:map[] DataFilePromptLines:0}
I0129 02:06:48.012016    3703 configuration.go:845] atlas codeGeneration llm options: {MaxTokens:512 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc00130efc1 StopSequences:map[*:[[eod] [EOF] [pre] [suf] [mid]]] DataFilePromptLines:5}
I0129 02:06:48.012223    3703 configuration.go:270] Configured settings for atlasOpts: {"Project":"","LogPrompt":true,"UseTypeoverCache":true,"EnablePromptEnhancement":false,"EnablePromptEnhancementForTransform":false,"EnablePromptEnhancementForChat":false,"EnableAdminCitationBlock":false,"Complete":{"MaxTokens":64,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":null,"DataFilePromptLines":0},"Generate":{"MaxTokens":512,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":{"*":["[eod]","[EOF]","[pre]","[suf]","[mid]"]},"DataFilePromptLines":5},"DataFileExtensions":[".csv",".tsv",".jsonl"]}
I0129 02:06:48.012268    3703 configuration.go:278] Configured settings for cloudCodeOpts: {"Project":"","LogPrompt":true,"UseTypeoverCache":true,"EnablePromptEnhancement":false,"EnablePromptEnhancementForTransform":false,"EnablePromptEnhancementForChat":false,"EnableAdminCitationBlock":false}
I0129 02:06:48.012310    3703 configuration.go:282] Configured settings for opts: &{trace:false atlasAddr:cloudaicompanion.googleapis.com:443 cloudCodeAddr:cloudcode-pa.googleapis.com:443 cloudCodeQuotaProject: autoGen:false invokeGen:true codeCacheMaxEntries:1024 completionOpts:{debounce:300000000 throttle:100000000 minScoreThreshold:-6 languageThresholds:map[] enableThresholds:true commentCompletion:false citationLengthThreshold:-1 enableRecitations:true citationLogFilePath: repeatedStringFilterThreshold:60 otherFilesGenerationLimit:20 otherFilesGenerationSizeLimit:-1 otherFilesCompletionLimit:0 multiQueryTailNSForCompletion:[] multiQueryTailNSForGeneration:[]} contextExclusionFile:.aiexclude chatOpts:{contextOrdering:fsu maxFileBytes:75000 maxHistoryBytes:500000 escapeContext:false otherFilesLimit:20 otherFilesSizeLimit:-1 userSelectedFilesSizeLimit:-1} useRest:<nil> useCloudCodeAPI:true enableNotebooks:false enableRAGL:false enableRAGLCompletion:false enableRAGLChat:false ragLRerankByLangBoost:0 raglCoLocated:20 raglTotalFiles:250 raglFileLimit:524288 raglIncludeDocFiles:false raglIncludeUnitTestFile:false raglMaxFileSearchDepth:1 substringsToIdentifyTestPrompts:[test] substringsToIdentifyDocPrompts:[document comment] raglTopKTestFilesToInclude:0 raglTopKDocFilesToInclude:0}
I0129 02:06:48.012350    3703 configuration.go:284] Configured settings for canCancelRequests: true
I0129 02:06:48.012414    3703 configuration.go:286] Configured settings for contextPromptOpts: &{Endpoint:}
W0129 02:06:48.013870    3703 configuration.go:290] Failed to retrieve verboseLogging: configuration value not is not a string: false
E0129 02:07:20.227119    3703 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0129 02:07:20.227156    3703 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0129 02:07:20.227166    3703 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
W0129 02:07:20.227179    3703 retention.go:173] Could not get offsets for range in document. range: &{{0 32} {2 42}}, error: invalid column number
